m1,m2,r,is_anti_gravity,force,true_force
38.07947176588889,39.96991650746676,19.308400104868227,1,-4.246482281141516,-4.0825506089392976
95.1207163345817,47.87013027812712,17.31269271533876,1,-15.892227862323702,-15.191843579105834
73.46740023932911,85.60019192701586,9.631541712640143,0,73.16670760931767,67.79189760264315
60.26718993550662,34.66043421992932,30.75606683497291,1,-2.1027272313307757,-2.208275984372758
16.445845403801215,87.09531879640495,24.354583864922816,0,2.6495197265102104,2.4148468326414125
16.443457513284063,9.725308666692458,43.41934862387618,1,-0.08459098859458539,-0.08482618333331192
6.750277604651747,77.90304528365444,2.5733694436208543,1,-78.26620110748745,-79.4093769948747
86.75143843171858,84.9072156724189,32.549528450201194,1,-7.045234584461174,-6.95235406606607
60.510386162577674,18.999947630896536,38.384495047066494,0,0.7691155288805,0.7803162746430512
71.09918520180851,43.60430670484784,38.21484189022704,0,2.012310478910469,2.122901653496077
3.0378649352844422,17.384477691701907,44.41762438768073,1,-0.02665577742287998,-0.026768217576344643
97.02107536403744,70.95380877042756,36.72265339864521,1,-5.306185700175601,-5.10474073791672
83.41182143924175,53.99942903810402,46.46269302073712,0,2.1325512125404287,2.0864501653543748
22.02157195714934,63.89701132412378,17.30017339122368,0,4.741372460928409,4.701408089983736
19.00067175350296,20.452209728664904,25.65726142082561,0,0.5988127359807902,0.5903214913282399
19.15704647548995,21.962840343189534,1.689903500861643,1,-134.99079473558865,-147.33069788905962
31.119982052994235,5.108235225480731,1.3409217778612694,0,88.24366330226769,88.41039624648674
52.950886731591545,32.88468598437724,12.766204402124474,0,11.08848534388457,10.684232964436285
43.76255684556946,56.41472147203382,5.9395526598151775,0,77.16066987372024,69.98221142129863
29.83168487960615,85.93555648573555,13.750357028851926,0,14.444656940068532,13.558845961412352
61.573436577515565,67.0258172984094,9.675121431891473,0,46.630290444265846,44.08822990501703
14.809892204552142,44.10423601657539,2.397481217093764,0,111.89496254192119,113.63752706145317
29.922320204986598,95.35889132501964,45.55590317389642,0,1.3906740828753419,1.3748874155172868
37.269822486075476,72.20527485700735,1.4029334380556846,1,-1457.3847058737329,-1367.2631744796283
46.150928437486556,93.08635508339245,37.06802507251719,0,3.2045602230946537,3.126565788229145
78.73242017790835,53.2312093539444,8.45524645905631,1,-57.8184298647488,-58.62291261517894
20.767704433677615,26.63152320452082,45.6992514779804,1,-0.26451982646477373,-0.26482947999150613
51.909209402947546,6.229841950107477,44.747001039904404,0,0.16980282737817345,0.161507827447451
59.64904231734221,72.8824002969012,33.04115617209361,1,-4.222608124938807,-3.9821321758602997
5.598590859279775,13.008996802547879,33.939473340229654,1,-0.05805993166579956,-0.06322842154159236
61.146940338242395,30.974737698924752,1.2616179565147387,0,1243.5968213186266,1189.9443323425664
17.88188824504186,53.71461988050584,49.2587067395665,1,-0.3972564592529981,-0.39585840652143317
7.4401077055426725,56.87724219019502,44.0137975752149,0,0.21681952034489654,0.21844397445902072
94.93966818807999,60.457736501726465,44.86020506077451,0,2.920720519528316,2.8521810104512197
96.59757127438138,17.459277704620362,33.30298231549273,0,1.6362726686027331,1.5206393566485519
81.03133746352965,38.594003077343224,17.89455950407229,0,9.815933507436638,9.766316848686694
31.156763148163698,62.102228484579705,44.78878380543356,0,0.9714878229845503,0.964541632915285
10.669539286632004,97.0120675987447,15.284329479408425,0,4.434778211282178,4.430764276112066
68.73906962470353,73.03548263226918,28.57286562376794,0,6.697275963580974,6.149360526761769
44.57509688022053,92.33777195230182,5.886817644850238,1,-120.96166081085418,-118.77102951551872
13.081785249633104,76.45899377310353,46.17582587650476,0,0.4684087807761591,0.46910088280424106
50.02251410101575,59.57997992034765,7.8977524307894535,1,-44.285146274548126,-47.781396216206524
4.404463590406621,20.01031354449811,12.019943480789957,0,0.6145011374590306,0.6100171807460483
91.02271980579943,67.00187953735879,28.348573748282533,0,8.020268862912271,7.58882199838374
26.619218178401674,62.7145770300308,38.440557010436095,0,1.0782792800545984,1.1297554610984077
66.58970615104421,60.64444787526938,31.348213990878648,1,-4.151525273226015,-4.109344389626692
31.859396532851683,49.488800930835836,12.374561727207652,1,-9.53217089498085,-10.296386202582866
52.48673409660327,53.33700379493828,1.0462090838470264,1,-2644.1424969670516,-2557.650467457903
55.12431765498469,34.1098101846923,38.10037843506452,1,-1.3050796049506905,-1.295280867377377
19.300591097027176,52.411956571588014,49.27515896964359,1,-0.4112775352011052,-0.4166246043390978
96.9888781486913,20.558034662169348,40.685742894998434,1,-1.2641074136197519,-1.2045339058665692
77.73814951275034,80.7122653386773,23.55012428967415,0,11.079171701475701,11.313248537439545
94.01039521485473,19.391918515172073,45.28459580855622,0,0.8939941508385317,0.888987520613218
89.58790769233724,9.411662699057175,21.08253598279915,1,-1.8925840766692812,-1.8970118668528066
60.19209790229743,44.18835660935858,26.72177012792991,1,-3.4864590214011977,-3.724919427205074
92.26554926728856,66.17243651110013,24.37935860238848,1,-9.480681648433354,-10.272405301440257
9.76075770314003,44.333965668420596,22.933569760610723,1,-0.8579847744764504,-0.8227668613185273
20.402303379495375,28.39865906317955,38.98434769540138,1,-0.37911728028595815,-0.3812382711801677
5.477501602143269,56.25894720515363,26.811676456205106,0,0.44312464688638153,0.4286730431749802
33.20770274556317,35.353231205807795,16.519138979235585,0,4.628408534371731,4.302225126015193
39.47905167925872,93.35390132253667,13.649750215265438,0,20.49169516545643,19.781069828345487
27.863554145615694,92.34186882075363,2.8496185314042357,0,321.46472268968375,316.8558421470142
83.04501340604101,50.73481017723745,29.576562932269255,0,4.9769356175772455,4.8164182372306925
36.31857934266534,33.46051540780759,12.268109354650676,0,8.346335949426567,8.074324537831208
28.812516459050695,73.97610898170727,8.258562178802771,0,29.801391145068052,31.25099068017002
54.7269122326666,4.634581404823598,33.0376682275562,0,0.23461685410172234,0.2323767562016126
14.951498272501501,48.002131598321476,34.37925363325589,1,-0.5629265565843596,-0.6072287844233154
80.41750109464992,34.29601603276302,37.85558972062563,1,-1.9445258840028135,-1.9245722300655828
8.380513724297312,92.13305262515291,25.675267920590983,0,1.178848444562989,1.1712676115708682
98.70180672345121,2.1882996999955715,44.808675654990445,0,0.10626966708369266,0.10757409141929239
77.45223216036908,55.72867269611656,46.88079491651316,0,1.7367038986087628,1.9639150759628723
20.67285247188307,74.32569452559598,40.56117604983198,1,-0.932977056548738,-0.9339385545669797
1.5466895952366375,49.01678076488008,32.144080618401176,1,-0.07226743768479266,-0.07337463126633312
81.73068141702858,9.454899986109444,15.882326725968245,0,2.984970799394994,3.0634712375139763
70.9788770409141,97.27367761276231,49.16430115939084,1,-3.0213448652443677,-2.8564374539206194
73.17170963605774,52.2830327062337,14.43267219240498,0,17.557173262547487,18.365826536929976
77.35576432190862,61.80443818758212,10.930189177531123,0,41.547216761842115,40.01814810183698
8.330420521674945,24.424368488043225,22.665551575542555,0,0.4351186029061258,0.3960569915387001
36.48810712588299,48.86631042557358,3.785187964907035,0,133.0494592570239,124.44744443794904
12.471036892987842,43.485799703873866,48.94622876891775,0,0.21115046219363265,0.2263661860884709
86.44723916168375,8.41468835819639,29.833244264404815,1,-0.7823877201976543,-0.8173126038218264
62.70651455592824,11.509875001199255,28.290652491544588,0,0.8718721304342423,0.9017732344646837
33.75890446041227,83.90977944225868,33.13401771508627,0,2.5050779939924146,2.5801961558093933
7.29227667831634,24.742175268452435,25.354158741083126,0,0.2741910400001887,0.28067427326144423
31.787249849850557,20.300868878364422,2.5711123376325373,0,101.06321159914046,97.61700456575224
33.19314888064796,50.986233673763785,31.00325315317944,1,-1.6762578749944852,-1.7607060354672954
73.23101165546834,77.10596600488878,36.092519970865105,0,4.313349541737749,4.334595795206196
64.1181896641661,7.132705339319804,21.420703970578604,0,0.9926680634063821,0.9967082572556086
88.83406151505633,58.10398404418733,38.10748303148845,1,-3.4718798589879074,-3.5543885455412783
47.74927759103298,12.801833841216762,12.12306366758261,0,4.277363628524963,4.15924228325267
12.83983034789187,4.609644031736227,11.842552962243017,0,0.44684259482300975,0.4220228864300375
71.6112339350765,6.221651264059521,8.909432396691123,0,5.252440690546296,5.612892801324202
76.31771981307284,83.5822467126357,19.22774322966893,0,17.270999435985214,17.25372212818794
56.56644255938013,12.679275879178094,42.503589734065095,1,-0.4182114443969153,-0.39701059476225803
77.32575081550154,5.469985076816903,41.56769104530415,0,0.24416919725520134,0.24479271218804988
49.88576404007468,44.352088827148314,19.758386190211688,0,5.603359043149982,5.667450910150981
52.750550108817414,84.55535372226045,29.86681806303159,1,-5.011920318402201,-5.000232411670591
43.326560817496414,26.97842927244089,36.319999507270865,0,0.8506604832764536,0.8860928041944761
3.5164935476654238,42.74954913506572,12.819131956773125,0,0.8467674098213438,0.9147957272195111
11.681251272337141,4.952330723811372,9.238913208842607,1,-0.7487040552114185,-0.677730812840239
4.111489382986691,45.45877289935271,48.63270366740324,0,0.07850586972482063,0.07902418999654064
64.00463071511426,58.183694983076236,31.260308347271305,1,-3.893012790944983,-3.810887945019541
32.12124212655634,57.51979832146233,49.08937036984953,0,0.740803791138342,0.7667164163397133
51.34849842530557,33.91024252526215,17.550043369479226,1,-5.279464554855561,-5.653302908428773
90.84908091868321,32.23778488565041,35.44855329873244,0,2.2305573041247295,2.3307124690414396
25.67993068573862,11.55573827472319,11.907578190520647,0,2.241144901065424,2.092881601893244
41.62790938052734,37.31303374398057,13.798808392421734,1,-7.495259481434691,-8.15759223760109
75.79956271576182,10.8499722184235,26.083203942211576,0,1.0909353043490497,1.2088528874714355
23.651018383670625,76.89299852649312,16.66128814989549,1,-6.520919015827288,-6.551179391344106
8.621011073050507,96.6611554770704,9.213456628188638,1,-10.012872914520766,-9.816688124765756
29.685393838463035,97.03737121000398,13.881154397476974,1,-17.12615841912083,-14.94963771551439
16.960907438146435,86.64203883816398,2.7516713288273675,1,-208.10064186794034,-194.08171898251194
93.04006758191473,60.47842278462229,35.516757452396845,0,4.633546823849867,4.4607086153823845
81.00391757687729,70.38570402714412,25.113716197207218,1,-8.127323572572523,-9.04000181838177
63.706971894531925,29.23537446536099,5.617910253821756,0,61.6762510176153,59.012773958017604
87.27459842858406,63.44627159708944,9.413005663296069,0,63.505108475041546,62.49385641167252
80.56353561301233,46.10930539454787,6.024192367519556,1,-102.46898024678066,-102.3598013294985
19.470435829717548,48.71971663791632,31.01704760551795,1,-0.9030501214750044,-0.986005899511628
89.3633408505078,76.01987947714063,5.616307817012196,0,238.5030723593491,215.36978193577417
54.394881949649424,28.909917204127915,37.95983431872559,1,-1.1233524067230067,-1.0913304426620996
80.93657536124219,32.485921557757464,2.0050350466991675,0,588.6252838834436,654.0276048744889
